P_TOTAL,POB0_4,POB18_,PNACOENT,GRADOESCO,PCASADA12_,P_1SM,P1_2SM,P2_5SM,P6_10SM,P10_SM,T_VIVHAB,VIVPARHAB,PRO_OCVP,PRO_OVP,VP_TV,TOTHOG
903.0,119.0,451.0,31.0,5.0,340.0,88.0,104.0,11.0,0.0,0.0,160.0,160.0,3.37,5.64,117.0,165.0
105.0,16.0,51.0,7.0,3.0,46.0,7.0,7.0,0.0,0.0,0.0,22.0,22.0,3.62,4.77,3.0,22.0
1573.0,236.0,756.0,23.0,5.0,588.0,86.0,28.0,14.0,1.0,0.0,280.0,280.0,2.94,5.62,162.0,280.0
113.0,19.0,40.0,0.0,4.0,40.0,4.0,0.0,0.0,0.0,0.0,19.0,19.0,4.91,5.95,6.0,19.0
389.0,54.0,182.0,0.0,4.0,136.0,5.0,1.0,0.0,0.0,0.0,79.0,79.0,3.56,4.92,32.0,79.0
798.0,93.0,439.0,71.0,5.0,304.0,42.0,50.0,18.0,2.0,0.0,151.0,151.0,2.57,5.28,84.0,153.0
272.0,45.0,122.0,6.0,4.0,97.0,3.0,2.0,0.0,0.0,0.0,48.0,48.0,2.96,5.67,26.0,48.0
941.0,162.0,430.0,11.0,4.0,342.0,27.0,14.0,12.0,0.0,0.0,156.0,155.0,3.36,6.05,84.0,155.0
371.0,57.0,176.0,0.0,5.0,125.0,2.0,3.0,0.0,0.0,0.0,62.0,62.0,3.6,5.98,30.0,62.0
113.0,15.0,52.0,2.0,3.0,42.0,13.0,2.0,0.0,0.0,0.0,23.0,23.0,3.32,4.91,1.0,23.0
22.0,4.0,14.0,12.0,4.0,13.0,3.0,4.0,1.0,0.0,0.0,7.0,7.0,1.69,3.14,0.0,7.0
51.0,16.0,23.0,25.0,2.0,16.0,2.0,1.0,0.0,0.0,0.0,9.0,9.0,3.92,5.67,0.0,9.0
148.0,38.0,38.0,92.0,6.0,33.0,0.0,5.0,5.0,0.0,0.0,18.0,18.0,2.11,8.22,1.0,18.0
151.0,28.0,52.0,97.0,6.0,36.0,0.0,10.0,3.0,0.0,0.0,19.0,19.0,1.62,7.95,0.0,19.0
157.0,33.0,64.0,110.0,6.0,52.0,0.0,10.0,7.0,0.0,0.0,23.0,23.0,1.78,6.83,0.0,24.0
116.0,24.0,46.0,70.0,6.0,36.0,0.0,8.0,3.0,0.0,0.0,17.0,17.0,2.27,6.82,0.0,17.0
19.0,3.0,11.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.75,6.33,0.0,3.0
154.0,32.0,42.0,100.0,6.0,36.0,1.0,9.0,10.0,1.0,0.0,20.0,20.0,2.05,7.7,0.0,20.0
150.0,25.0,63.0,106.0,6.0,56.0,0.0,4.0,6.0,0.0,0.0,26.0,25.0,1.49,5.84,0.0,25.0
120.0,19.0,63.0,88.0,6.0,50.0,0.0,3.0,3.0,0.0,0.0,20.0,20.0,1.35,6.0,0.0,21.0
107.0,26.0,36.0,73.0,6.0,28.0,0.0,3.0,2.0,0.0,0.0,14.0,14.0,2.68,7.64,0.0,14.0
109.0,27.0,36.0,73.0,6.0,32.0,0.0,0.0,4.0,2.0,0.0,15.0,15.0,2.27,7.27,0.0,15.0
72.0,20.0,24.0,47.0,6.0,20.0,1.0,5.0,3.0,0.0,0.0,11.0,11.0,2.4,6.55,0.0,11.0
107.0,15.0,37.0,75.0,0.0,32.0,2.0,7.0,0.0,0.0,0.0,15.0,15.0,3.24,7.13,0.0,15.0
4.0,,,,,,,,,,,1.0,,,,,
24.0,4.0,12.0,13.0,6.0,10.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,6.0,0.0,4.0
68.0,16.0,32.0,55.0,6.0,25.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,1.42,4.86,0.0,14.0
46.0,7.0,26.0,32.0,5.0,18.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,3.29,4.6,3.0,10.0
19.0,3.0,11.0,19.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.33,6.33,0.0,3.0
97.0,22.0,31.0,81.0,5.0,30.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,5.71,8.08,0.0,12.0
180.0,9.0,118.0,14.0,5.0,76.0,35.0,9.0,5.0,2.0,0.0,41.0,41.0,1.97,4.39,32.0,42.0
235.0,25.0,157.0,3.0,4.0,109.0,31.0,16.0,2.0,2.0,0.0,40.0,40.0,3.16,5.88,21.0,49.0
202.0,22.0,115.0,19.0,5.0,79.0,28.0,11.0,3.0,4.0,1.0,45.0,45.0,2.13,4.49,30.0,48.0
85.0,11.0,47.0,9.0,5.0,29.0,15.0,2.0,1.0,0.0,0.0,18.0,17.0,2.79,4.76,11.0,17.0
156.0,15.0,95.0,8.0,4.0,65.0,14.0,7.0,2.0,0.0,0.0,38.0,38.0,2.94,4.11,25.0,40.0
8.0,1.0,6.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.33,2.67,2.0,3.0
108.0,13.0,60.0,12.0,3.0,47.0,23.0,4.0,2.0,0.0,0.0,21.0,21.0,3.0,5.14,15.0,21.0
109.0,10.0,69.0,24.0,4.0,39.0,19.0,5.0,2.0,2.0,0.0,32.0,31.0,1.54,3.39,18.0,32.0
251.0,43.0,136.0,20.0,5.0,100.0,31.0,11.0,0.0,0.0,0.0,38.0,38.0,3.71,6.61,20.0,54.0
126.0,15.0,79.0,32.0,4.0,56.0,31.0,3.0,2.0,3.0,0.0,25.0,25.0,2.35,5.04,17.0,26.0
154.0,17.0,91.0,2.0,3.0,60.0,23.0,10.0,0.0,0.0,0.0,24.0,24.0,3.14,6.42,20.0,25.0
204.0,35.0,109.0,12.0,3.0,88.0,37.0,9.0,2.0,1.0,0.0,45.0,45.0,1.89,4.53,33.0,45.0
596.0,69.0,332.0,12.0,5.0,255.0,76.0,26.0,7.0,4.0,0.0,132.0,132.0,2.24,4.52,74.0,137.0
105.0,9.0,59.0,7.0,5.0,41.0,18.0,4.0,2.0,0.0,0.0,22.0,22.0,2.76,4.77,14.0,23.0
25.0,1.0,16.0,2.0,6.0,12.0,3.0,1.0,1.0,0.0,0.0,6.0,6.0,1.56,4.17,6.0,6.0
171.0,11.0,97.0,1.0,6.0,78.0,22.0,4.0,6.0,2.0,0.0,40.0,40.0,2.09,4.28,27.0,40.0
255.0,28.0,148.0,23.0,6.0,118.0,46.0,18.0,3.0,1.0,0.0,64.0,64.0,1.99,3.98,39.0,67.0
67.0,7.0,34.0,1.0,5.0,30.0,7.0,1.0,0.0,0.0,0.0,11.0,11.0,2.4,6.09,5.0,12.0
14.0,2.0,11.0,10.0,5.0,7.0,0.0,3.0,1.0,0.0,1.0,5.0,5.0,2.0,2.8,3.0,5.0
31.0,5.0,13.0,2.0,5.0,9.0,5.0,4.0,0.0,0.0,0.0,4.0,4.0,6.2,7.75,1.0,4.0
167.0,22.0,88.0,9.0,5.0,60.0,28.0,10.0,2.0,0.0,0.0,34.0,34.0,3.34,4.91,17.0,35.0
16.0,5.0,8.0,4.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.2,5.33,1.0,3.0
245.0,47.0,142.0,12.0,4.0,112.0,38.0,20.0,8.0,3.0,0.0,41.0,41.0,2.92,5.98,32.0,54.0
31.0,4.0,17.0,0.0,5.0,14.0,4.0,5.0,0.0,0.0,0.0,6.0,6.0,2.82,5.17,2.0,6.0
19.0,2.0,7.0,8.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,4.75,6.33,2.0,3.0
22.0,4.0,16.0,3.0,4.0,12.0,4.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,4.4,4.0,5.0
13.0,2.0,8.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3,3.25,2.0,4.0
12.0,2.0,6.0,8.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,2.4,4.0,3.0,3.0
43.0,7.0,21.0,5.0,4.0,16.0,0.0,4.0,1.0,0.0,1.0,8.0,8.0,3.31,5.38,1.0,10.0
128.0,7.0,70.0,0.0,4.0,38.0,12.0,6.0,2.0,0.0,0.0,24.0,24.0,3.37,5.33,12.0,24.0
38.0,3.0,24.0,6.0,5.0,14.0,2.0,3.0,0.0,0.0,0.0,7.0,7.0,2.71,5.43,5.0,8.0
473.0,46.0,275.0,64.0,5.0,194.0,60.0,34.0,11.0,2.0,0.0,96.0,95.0,2.37,4.94,65.0,112.0
30.0,1.0,19.0,5.0,5.0,14.0,9.0,0.0,1.0,0.0,0.0,8.0,8.0,2.5,3.75,4.0,8.0
10.0,1.0,5.0,2.0,9.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,1.67,3.33,2.0,3.0
27.0,1.0,16.0,26.0,4.0,7.0,9.0,0.0,0.0,0.0,0.0,4.0,4.0,2.25,6.75,4.0,4.0
369.0,49.0,210.0,7.0,5.0,152.0,49.0,14.0,1.0,0.0,0.0,71.0,71.0,2.6,5.2,42.0,76.0
164.0,16.0,94.0,19.0,5.0,70.0,31.0,5.0,1.0,0.0,1.0,33.0,33.0,3.28,4.97,24.0,33.0
911.0,77.0,584.0,21.0,6.0,406.0,62.0,101.0,26.0,5.0,1.0,221.0,221.0,2.22,4.12,176.0,229.0
150.0,21.0,81.0,43.0,6.0,61.0,25.0,8.0,5.0,0.0,1.0,32.0,31.0,2.38,4.45,21.0,32.0
16.0,1.0,8.0,9.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,3.2,4.0,0.0,4.0
6.0,0.0,2.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0
18.0,1.0,11.0,0.0,2.0,10.0,4.0,1.0,0.0,0.0,0.0,7.0,6.0,2.33,2.33,2.0,6.0
120.0,14.0,61.0,42.0,4.0,45.0,16.0,7.0,3.0,0.0,0.0,28.0,27.0,3.14,4.3,12.0,27.0
141.0,27.0,48.0,82.0,6.0,42.0,12.0,4.0,3.0,0.0,0.0,20.0,20.0,2.24,7.05,0.0,20.0
122.0,33.0,42.0,71.0,6.0,36.0,6.0,7.0,2.0,1.0,0.0,18.0,18.0,3.81,6.78,0.0,18.0
25911.0,3217.0,13931.0,7756.0,7.0,9905.0,2035.0,2922.0,1969.0,459.0,176.0,5761.0,5713.0,2.11,4.5,4697.0,5835.0
3238.0,338.0,1602.0,1405.0,4.0,1194.0,205.0,184.0,44.0,7.0,3.0,664.0,662.0,2.53,4.88,474.0,669.0
271.0,25.0,144.0,139.0,5.0,91.0,15.0,13.0,2.0,0.0,1.0,53.0,53.0,2.74,5.11,36.0,54.0
280.0,35.0,104.0,65.0,5.0,75.0,22.0,4.0,0.0,0.0,0.0,38.0,38.0,4.18,7.37,16.0,41.0
101.0,15.0,50.0,38.0,3.0,39.0,15.0,7.0,0.0,0.0,0.0,23.0,23.0,2.97,4.39,11.0,23.0
1144.0,151.0,574.0,383.0,4.0,437.0,126.0,43.0,12.0,0.0,0.0,223.0,223.0,3.0,5.13,94.0,239.0
11.0,2.0,5.0,5.0,13.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.38,3.67,3.0,3.0
320.0,32.0,149.0,126.0,4.0,110.0,10.0,6.0,0.0,1.0,0.0,60.0,60.0,3.14,5.33,31.0,61.0
90.0,16.0,54.0,41.0,5.0,37.0,11.0,6.0,2.0,0.0,2.0,21.0,21.0,2.73,4.29,12.0,21.0
107.0,8.0,47.0,38.0,5.0,32.0,2.0,1.0,0.0,0.0,0.0,20.0,20.0,3.34,5.35,8.0,20.0
1113.0,126.0,588.0,186.0,4.0,451.0,100.0,60.0,22.0,0.0,0.0,234.0,234.0,3.24,4.76,133.0,240.0
517.0,72.0,222.0,207.0,4.0,175.0,37.0,36.0,13.0,1.0,2.0,97.0,96.0,2.71,5.34,59.0,96.0
876.0,125.0,414.0,267.0,4.0,352.0,39.0,24.0,7.0,2.0,0.0,184.0,183.0,2.77,4.77,38.0,194.0
661.0,84.0,351.0,101.0,4.0,265.0,66.0,40.0,9.0,0.0,0.0,150.0,149.0,3.21,4.41,85.0,151.0
296.0,40.0,130.0,112.0,4.0,100.0,8.0,14.0,3.0,1.0,0.0,54.0,54.0,3.52,5.48,33.0,56.0
790.0,95.0,397.0,278.0,4.0,309.0,52.0,21.0,9.0,1.0,2.0,176.0,176.0,3.15,4.49,63.0,182.0
1472.0,205.0,721.0,450.0,4.0,546.0,170.0,104.0,52.0,2.0,3.0,294.0,294.0,2.9,5.01,146.0,299.0
183.0,21.0,82.0,60.0,3.0,64.0,9.0,5.0,0.0,0.0,0.0,39.0,39.0,3.98,4.69,4.0,39.0
16.0,1.0,11.0,8.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.2,0.0,5.0
652.0,87.0,331.0,257.0,5.0,252.0,60.0,63.0,25.0,0.0,0.0,124.0,124.0,3.09,5.26,63.0,137.0
14.0,1.0,8.0,9.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.75,4.67,1.0,3.0
316.0,26.0,176.0,94.0,5.0,112.0,39.0,28.0,8.0,1.0,1.0,66.0,65.0,3.25,4.8,43.0,65.0
33.0,6.0,10.0,6.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.17,8.25,3.0,5.0
13.0,4.0,6.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.25,4.33,3.0,3.0
37.0,5.0,15.0,22.0,3.0,10.0,1.0,2.0,1.0,0.0,0.0,5.0,5.0,4.63,7.4,3.0,6.0
18.0,3.0,8.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.6,6.0,2.0,3.0
516.0,97.0,208.0,280.0,4.0,173.0,48.0,11.0,10.0,1.0,0.0,83.0,83.0,4.1,6.22,24.0,83.0
1156.0,134.0,533.0,469.0,4.0,413.0,58.0,56.0,7.0,3.0,1.0,230.0,230.0,2.35,5.03,145.0,232.0
14.0,2.0,9.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.5,4.67,0.0,3.0
883.0,114.0,439.0,283.0,4.0,338.0,50.0,93.0,24.0,1.0,3.0,179.0,179.0,3.28,4.93,72.0,189.0
30.0,4.0,14.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.5,7.5,0.0,4.0
558.0,97.0,228.0,210.0,4.0,202.0,47.0,21.0,1.0,0.0,0.0,96.0,96.0,4.23,5.81,23.0,98.0
231.0,48.0,90.0,102.0,3.0,76.0,1.0,4.0,1.0,0.0,0.0,40.0,40.0,4.13,5.78,0.0,40.0
136.0,25.0,70.0,77.0,5.0,56.0,8.0,3.0,1.0,0.0,1.0,29.0,29.0,2.62,4.69,6.0,29.0
169.0,31.0,75.0,49.0,4.0,54.0,20.0,2.0,0.0,0.0,0.0,27.0,27.0,4.69,6.26,6.0,30.0
657.0,137.0,266.0,274.0,4.0,229.0,27.0,18.0,2.0,0.0,0.0,111.0,111.0,3.8,5.92,6.0,113.0
447.0,43.0,227.0,147.0,6.0,158.0,13.0,36.0,12.0,2.0,0.0,97.0,97.0,1.94,4.61,62.0,98.0
277.0,31.0,116.0,123.0,5.0,93.0,4.0,5.0,1.0,1.0,0.0,49.0,49.0,3.04,5.65,23.0,51.0
192.0,36.0,85.0,96.0,4.0,59.0,9.0,10.0,1.0,0.0,0.0,39.0,39.0,3.49,4.92,3.0,41.0
378.0,56.0,173.0,204.0,4.0,123.0,9.0,7.0,0.0,1.0,0.0,70.0,70.0,3.63,5.4,26.0,71.0
154.0,28.0,72.0,68.0,4.0,59.0,8.0,1.0,0.0,0.0,0.0,29.0,29.0,3.08,5.31,17.0,30.0
835.0,124.0,389.0,208.0,4.0,316.0,40.0,69.0,21.0,1.0,1.0,157.0,157.0,3.51,5.32,65.0,159.0
29.0,5.0,15.0,4.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.83,5.8,2.0,5.0
2136.0,303.0,1050.0,1208.0,6.0,792.0,165.0,219.0,150.0,25.0,4.0,453.0,444.0,2.4,4.74,211.0,450.0
75.0,13.0,31.0,51.0,4.0,30.0,12.0,1.0,1.0,1.0,0.0,13.0,13.0,3.95,5.77,2.0,13.0
69.0,11.0,32.0,38.0,3.0,26.0,19.0,0.0,0.0,0.0,0.0,14.0,14.0,4.6,4.93,0.0,14.0
251.0,56.0,87.0,94.0,3.0,65.0,9.0,4.0,1.0,0.0,0.0,33.0,33.0,5.46,7.61,1.0,33.0
205.0,44.0,82.0,108.0,4.0,74.0,11.0,16.0,2.0,1.0,0.0,36.0,36.0,3.06,5.69,7.0,38.0
94.0,13.0,41.0,41.0,4.0,39.0,7.0,4.0,0.0,0.0,0.0,19.0,19.0,2.54,4.95,0.0,19.0
77.0,17.0,35.0,31.0,3.0,24.0,10.0,2.0,3.0,0.0,2.0,12.0,12.0,3.08,6.42,0.0,12.0
130.0,23.0,54.0,93.0,4.0,48.0,23.0,8.0,2.0,2.0,0.0,29.0,29.0,2.83,4.48,3.0,31.0
367.0,71.0,140.0,249.0,3.0,130.0,20.0,2.0,3.0,2.0,12.0,62.0,62.0,4.2,5.92,2.0,62.0
42.0,11.0,19.0,15.0,3.0,12.0,9.0,0.0,0.0,1.0,0.0,8.0,8.0,4.2,5.25,0.0,8.0
20.0,4.0,8.0,3.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,3.33,5.0,0.0,4.0
152.0,27.0,64.0,100.0,3.0,59.0,29.0,7.0,0.0,0.0,0.0,27.0,27.0,3.9,5.63,0.0,27.0
254.0,37.0,123.0,193.0,5.0,100.0,22.0,6.0,1.0,0.0,1.0,43.0,43.0,2.54,5.91,6.0,43.0
94.0,18.0,36.0,64.0,4.0,30.0,15.0,3.0,1.0,0.0,0.0,20.0,20.0,3.92,4.7,3.0,20.0
203.0,30.0,73.0,74.0,3.0,61.0,20.0,1.0,1.0,0.0,0.0,31.0,31.0,3.98,6.55,9.0,31.0
1057.0,136.0,555.0,410.0,5.0,483.0,123.0,66.0,27.0,8.0,1.0,255.0,255.0,2.28,4.15,77.0,259.0
379.0,45.0,189.0,222.0,4.0,152.0,7.0,18.0,2.0,1.0,0.0,83.0,83.0,2.46,4.57,29.0,83.0
221.0,53.0,89.0,106.0,2.0,80.0,9.0,8.0,1.0,0.0,1.0,42.0,42.0,3.56,5.26,0.0,43.0
243.0,54.0,79.0,78.0,1.0,68.0,21.0,1.0,0.0,3.0,6.0,38.0,38.0,5.52,6.39,0.0,38.0
195.0,40.0,81.0,84.0,2.0,66.0,24.0,3.0,0.0,2.0,10.0,34.0,34.0,4.43,5.74,0.0,34.0
112.0,16.0,53.0,69.0,3.0,41.0,18.0,9.0,1.0,0.0,1.0,19.0,19.0,4.15,5.89,0.0,19.0
239.0,47.0,96.0,96.0,3.0,78.0,15.0,5.0,1.0,0.0,0.0,39.0,39.0,4.27,6.13,4.0,39.0
101.0,19.0,44.0,80.0,2.0,35.0,21.0,2.0,1.0,0.0,0.0,19.0,19.0,3.48,5.32,1.0,19.0
9.0,3.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0
166.0,29.0,70.0,98.0,3.0,54.0,23.0,9.0,1.0,0.0,0.0,30.0,29.0,3.12,5.59,4.0,29.0
431.0,72.0,229.0,225.0,4.0,171.0,46.0,15.0,8.0,2.0,1.0,92.0,92.0,2.47,4.68,22.0,94.0
249.0,50.0,116.0,99.0,5.0,96.0,15.0,26.0,10.0,1.0,0.0,51.0,51.0,2.62,4.88,15.0,54.0
123.0,26.0,53.0,71.0,4.0,50.0,11.0,5.0,0.0,0.0,0.0,24.0,24.0,3.73,5.13,4.0,24.0
64.0,11.0,28.0,39.0,4.0,23.0,14.0,1.0,2.0,0.0,0.0,15.0,15.0,2.29,4.27,2.0,15.0
187.0,34.0,83.0,69.0,3.0,68.0,0.0,4.0,2.0,1.0,0.0,30.0,30.0,3.6,6.23,1.0,30.0
585.0,81.0,312.0,347.0,5.0,244.0,34.0,30.0,8.0,1.0,1.0,132.0,132.0,2.0,4.43,57.0,133.0
325.0,54.0,128.0,112.0,3.0,99.0,32.0,28.0,1.0,0.0,0.0,52.0,52.0,5.16,6.25,2.0,52.0
211.0,37.0,92.0,133.0,5.0,75.0,18.0,21.0,6.0,0.0,0.0,42.0,42.0,2.81,5.02,9.0,43.0
124.0,19.0,46.0,48.0,3.0,30.0,5.0,3.0,0.0,0.0,0.0,21.0,21.0,4.77,5.9,0.0,21.0
356.0,42.0,142.0,148.0,4.0,108.0,27.0,32.0,4.0,0.0,0.0,54.0,54.0,4.94,6.59,3.0,55.0
215.0,40.0,101.0,129.0,4.0,92.0,23.0,8.0,3.0,1.0,0.0,48.0,48.0,2.67,4.48,0.0,48.0
432.0,61.0,203.0,184.0,3.0,146.0,7.0,7.0,3.0,0.0,1.0,76.0,76.0,3.43,5.68,4.0,76.0
301.0,48.0,129.0,136.0,3.0,108.0,30.0,22.0,3.0,1.0,0.0,59.0,59.0,4.01,5.1,9.0,59.0
332.0,64.0,126.0,122.0,4.0,94.0,19.0,8.0,5.0,0.0,0.0,52.0,52.0,3.09,6.38,6.0,52.0
247.0,49.0,103.0,95.0,2.0,82.0,2.0,2.0,1.0,0.0,0.0,39.0,39.0,4.75,6.33,0.0,39.0
179.0,30.0,78.0,139.0,4.0,62.0,7.0,4.0,4.0,0.0,0.0,36.0,36.0,2.46,4.97,0.0,36.0
350.0,51.0,149.0,133.0,4.0,118.0,23.0,10.0,6.0,1.0,1.0,65.0,65.0,3.15,5.38,6.0,65.0
268.0,37.0,105.0,120.0,3.0,95.0,2.0,2.0,2.0,0.0,0.0,44.0,44.0,3.63,6.09,2.0,44.0
535.0,73.0,249.0,306.0,4.0,186.0,28.0,24.0,10.0,0.0,2.0,94.0,94.0,3.41,5.69,15.0,94.0
101.0,12.0,41.0,76.0,3.0,35.0,16.0,6.0,3.0,0.0,0.0,17.0,17.0,3.8,5.94,1.0,19.0
48.0,7.0,19.0,18.0,3.0,15.0,5.0,1.0,0.0,0.0,0.0,9.0,9.0,3.69,5.33,2.0,10.0
245.0,62.0,87.0,99.0,3.0,73.0,30.0,8.0,2.0,4.0,3.0,38.0,37.0,4.63,6.51,0.0,38.0
193.0,34.0,81.0,127.0,4.0,63.0,32.0,9.0,9.0,0.0,0.0,33.0,32.0,3.37,5.91,7.0,32.0
292.0,54.0,118.0,154.0,3.0,104.0,31.0,12.0,3.0,6.0,0.0,50.0,50.0,3.89,5.84,6.0,50.0
763.0,120.0,352.0,301.0,5.0,276.0,61.0,19.0,10.0,1.0,1.0,152.0,152.0,3.18,5.02,25.0,154.0
345.0,70.0,136.0,231.0,3.0,129.0,25.0,44.0,2.0,1.0,0.0,69.0,69.0,4.06,5.0,5.0,69.0
297.0,61.0,118.0,156.0,3.0,108.0,42.0,6.0,4.0,1.0,1.0,57.0,57.0,4.01,5.21,0.0,59.0
60.0,12.0,29.0,46.0,4.0,19.0,8.0,7.0,0.0,0.0,2.0,8.0,8.0,3.33,7.5,1.0,8.0
117.0,17.0,65.0,79.0,4.0,49.0,16.0,4.0,0.0,0.0,0.0,30.0,29.0,2.4,3.9,3.0,29.0
338.0,78.0,138.0,150.0,3.0,126.0,14.0,4.0,0.0,0.0,0.0,66.0,66.0,3.31,5.12,0.0,66.0
215.0,51.0,79.0,72.0,3.0,77.0,1.0,0.0,0.0,0.0,0.0,36.0,36.0,4.3,5.97,0.0,37.0
29.0,5.0,12.0,13.0,4.0,10.0,3.0,2.0,2.0,0.0,0.0,5.0,5.0,2.64,5.8,0.0,5.0
168.0,31.0,79.0,58.0,4.0,67.0,33.0,8.0,1.0,0.0,0.0,37.0,37.0,2.24,4.54,4.0,37.0
105.0,17.0,54.0,48.0,4.0,41.0,21.0,0.0,2.0,0.0,0.0,21.0,21.0,2.39,5.0,0.0,21.0
241.0,30.0,130.0,101.0,4.0,96.0,39.0,22.0,3.0,0.0,0.0,53.0,53.0,2.71,4.55,19.0,53.0
177.0,38.0,78.0,90.0,4.0,60.0,10.0,5.0,1.0,0.0,0.0,30.0,30.0,3.61,5.9,6.0,32.0
77.0,15.0,40.0,71.0,9.0,40.0,2.0,1.0,15.0,3.0,0.0,20.0,20.0,1.08,3.85,18.0,20.0
138.0,27.0,63.0,87.0,3.0,58.0,15.0,7.0,1.0,0.0,0.0,28.0,28.0,3.63,4.93,0.0,28.0
294.0,59.0,98.0,138.0,3.0,80.0,17.0,2.0,2.0,0.0,0.0,40.0,40.0,4.9,7.35,0.0,40.0
264.0,48.0,102.0,91.0,4.0,85.0,12.0,38.0,9.0,0.0,0.0,44.0,44.0,2.8,6.0,13.0,47.0
343.0,31.0,176.0,56.0,5.0,136.0,27.0,23.0,2.0,2.0,0.0,72.0,72.0,3.19,4.76,50.0,72.0
17.0,4.0,10.0,12.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.25,4.25,0.0,4.0
216.0,33.0,97.0,111.0,4.0,83.0,33.0,5.0,4.0,2.0,0.0,38.0,38.0,3.54,5.68,13.0,40.0
340.0,66.0,134.0,118.0,4.0,120.0,25.0,0.0,0.0,0.0,0.0,58.0,58.0,2.93,5.86,1.0,58.0
618.0,86.0,298.0,239.0,4.0,234.0,74.0,35.0,9.0,1.0,0.0,124.0,124.0,3.08,4.98,37.0,126.0
1026.0,121.0,573.0,332.0,5.0,409.0,116.0,89.0,49.0,10.0,5.0,229.0,228.0,2.2,4.48,144.0,228.0
21.0,5.0,11.0,10.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,5.25,7.0,0.0,3.0
88.0,19.0,39.0,34.0,2.0,38.0,14.0,3.0,0.0,0.0,0.0,20.0,19.0,2.53,4.26,2.0,21.0
20.0,4.0,7.0,5.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,6.67,1.0,3.0
112.0,23.0,53.0,67.0,4.0,40.0,31.0,0.0,0.0,0.0,0.0,21.0,21.0,2.67,5.33,2.0,22.0
118.0,18.0,50.0,53.0,3.0,40.0,32.0,3.0,1.0,0.0,0.0,25.0,24.0,3.0,4.75,5.0,24.0
71.0,10.0,31.0,30.0,4.0,32.0,11.0,5.0,0.0,1.0,0.0,15.0,15.0,2.65,4.73,0.0,18.0
374.0,51.0,146.0,165.0,4.0,115.0,43.0,26.0,5.0,0.0,1.0,63.0,63.0,2.77,5.94,30.0,63.0
1336.0,149.0,707.0,601.0,5.0,531.0,78.0,124.0,38.0,6.0,2.0,288.0,288.0,2.08,4.64,208.0,294.0
7.0,2.0,4.0,7.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.4,2.33,3.0,3.0
4.0,,,,,,,,,,,1.0,,,,,
141.0,31.0,64.0,88.0,4.0,57.0,30.0,4.0,1.0,0.0,0.0,31.0,31.0,3.13,4.55,2.0,31.0
73.0,11.0,37.0,6.0,5.0,27.0,8.0,10.0,2.0,1.0,0.0,15.0,15.0,2.26,4.87,9.0,16.0
239.0,27.0,126.0,84.0,4.0,94.0,33.0,23.0,0.0,0.0,0.0,50.0,50.0,2.88,4.78,33.0,51.0
245.0,33.0,134.0,127.0,5.0,108.0,20.0,14.0,3.0,1.0,0.0,56.0,56.0,1.69,4.38,51.0,56.0
37.0,8.0,19.0,19.0,3.0,16.0,7.0,1.0,1.0,0.0,0.0,9.0,9.0,3.7,4.11,0.0,9.0
241.0,48.0,85.0,127.0,3.0,69.0,64.0,4.0,2.0,1.0,0.0,40.0,40.0,3.95,6.03,4.0,42.0
