P_TOTAL,POB0_4,POB18_,PNACOENT,GRADOESCO,PCASADA12_,P_1SM,P1_2SM,P2_5SM,P6_10SM,P10_SM,T_VIVHAB,VIVPARHAB,PRO_OCVP,PRO_OVP,VP_TV,TOTHOG
259.0,56.0,113.0,30.0,3.0,83.0,25.0,22.0,2.0,0.0,0.0,42.0,42.0,2.44,6.17,14.0,45.0
203.0,23.0,95.0,0.0,3.0,71.0,24.0,5.0,1.0,0.0,0.0,36.0,36.0,1.97,5.64,5.0,36.0
294.0,53.0,127.0,12.0,2.0,90.0,29.0,11.0,4.0,0.0,0.0,53.0,53.0,2.69,5.55,11.0,53.0
335.0,47.0,161.0,11.0,3.0,127.0,56.0,10.0,5.0,1.0,0.0,60.0,60.0,2.33,5.58,15.0,68.0
188.0,37.0,90.0,0.0,3.0,65.0,26.0,7.0,0.0,0.0,0.0,36.0,36.0,3.48,5.22,0.0,36.0
619.0,92.0,280.0,6.0,4.0,209.0,102.0,27.0,6.0,0.0,0.0,114.0,114.0,2.18,5.43,36.0,115.0
173.0,35.0,78.0,0.0,2.0,69.0,19.0,12.0,0.0,0.0,1.0,29.0,29.0,3.68,5.97,4.0,34.0
189.0,22.0,96.0,0.0,3.0,57.0,42.0,6.0,4.0,1.0,1.0,36.0,36.0,1.72,5.25,16.0,36.0
152.0,17.0,94.0,14.0,4.0,65.0,17.0,11.0,4.0,2.0,1.0,29.0,29.0,1.71,5.24,22.0,31.0
219.0,39.0,88.0,2.0,2.0,66.0,8.0,1.0,0.0,0.0,0.0,34.0,34.0,3.65,6.44,0.0,34.0
362.0,55.0,180.0,0.0,3.0,124.0,48.0,5.0,0.0,0.0,0.0,71.0,71.0,2.46,5.1,7.0,74.0
148.0,23.0,59.0,0.0,3.0,46.0,28.0,4.0,3.0,0.0,0.0,24.0,24.0,2.43,6.17,3.0,27.0
689.0,113.0,315.0,9.0,3.0,231.0,100.0,9.0,4.0,0.0,0.0,123.0,123.0,2.31,5.6,14.0,125.0
676.0,103.0,305.0,26.0,4.0,220.0,94.0,16.0,8.0,2.0,0.0,114.0,114.0,2.97,5.93,47.0,123.0
196.0,29.0,81.0,68.0,4.0,61.0,19.0,11.0,3.0,0.0,0.0,34.0,34.0,1.75,5.76,16.0,34.0
416.0,53.0,208.0,10.0,5.0,129.0,37.0,12.0,5.0,1.0,0.0,74.0,74.0,2.15,5.62,39.0,74.0
38.0,8.0,20.0,19.0,9.0,16.0,2.0,0.0,2.0,3.0,0.0,9.0,9.0,1.36,4.22,8.0,9.0
1269.0,176.0,599.0,27.0,4.0,448.0,141.0,51.0,32.0,7.0,0.0,240.0,240.0,2.36,5.29,62.0,253.0
311.0,40.0,147.0,59.0,3.0,113.0,49.0,19.0,8.0,0.0,0.0,54.0,54.0,2.68,5.76,13.0,58.0
189.0,24.0,96.0,4.0,4.0,67.0,21.0,4.0,0.0,0.0,0.0,33.0,33.0,2.36,5.73,8.0,35.0
171.0,30.0,73.0,42.0,3.0,59.0,13.0,6.0,8.0,0.0,0.0,35.0,35.0,3.11,4.89,8.0,35.0
111.0,17.0,48.0,19.0,3.0,35.0,13.0,3.0,2.0,0.0,0.0,21.0,21.0,2.92,5.29,10.0,21.0
182.0,28.0,70.0,17.0,2.0,53.0,10.0,1.0,2.0,0.0,0.0,27.0,27.0,3.03,6.74,2.0,28.0
134.0,29.0,58.0,0.0,2.0,42.0,26.0,0.0,0.0,0.0,0.0,24.0,24.0,2.48,5.58,0.0,24.0
138.0,21.0,51.0,5.0,4.0,40.0,16.0,2.0,2.0,0.0,0.0,23.0,23.0,3.0,6.0,13.0,23.0
211.0,20.0,107.0,0.0,3.0,77.0,37.0,6.0,1.0,0.0,0.0,33.0,33.0,2.67,6.39,4.0,36.0
121.0,24.0,45.0,0.0,1.0,39.0,28.0,1.0,0.0,0.0,0.0,20.0,20.0,3.46,6.05,0.0,21.0
20.0,5.0,8.0,2.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,2.22,5.0,2.0,4.0
29.0,5.0,13.0,0.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,2.23,7.25,2.0,4.0
10.0,0.0,6.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.25,3.33,2.0,3.0
13.0,1.0,6.0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,3.25,4.33,0.0,3.0
52.0,6.0,24.0,0.0,1.0,16.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,2.74,5.78,0.0,9.0
12.0,2.0,8.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0
25.0,6.0,11.0,7.0,5.0,11.0,3.0,0.0,1.0,0.0,0.0,6.0,6.0,2.78,4.17,0.0,6.0
172.0,31.0,73.0,0.0,1.0,58.0,36.0,2.0,0.0,0.0,0.0,26.0,26.0,3.16,6.62,0.0,28.0
18.0,1.0,13.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8,3.6,3.0,5.0
20.0,1.0,13.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.86,5.0,0.0,4.0
436.0,76.0,196.0,0.0,4.0,146.0,33.0,7.0,0.0,0.0,0.0,85.0,85.0,4.45,5.13,19.0,85.0
17.0,4.0,8.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.4,4.25,0.0,4.0
112.0,25.0,47.0,0.0,4.0,40.0,13.0,0.0,2.0,0.0,0.0,17.0,17.0,4.15,6.59,2.0,21.0
568.0,81.0,304.0,0.0,4.0,229.0,86.0,11.0,4.0,0.0,0.0,133.0,133.0,2.62,4.27,21.0,139.0
77.0,6.0,46.0,0.0,5.0,33.0,2.0,2.0,0.0,0.0,0.0,20.0,19.0,2.06,3.79,0.0,19.0
16.0,3.0,8.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,5.33,0.0,3.0
156.0,24.0,69.0,0.0,4.0,49.0,30.0,1.0,0.0,0.0,0.0,30.0,30.0,4.17,5.2,0.0,30.0
1045.0,151.0,438.0,0.0,5.0,314.0,48.0,8.0,20.0,0.0,0.0,164.0,147.0,3.75,6.53,27.0,147.0
362.0,78.0,154.0,0.0,4.0,132.0,4.0,1.0,0.0,1.0,0.0,77.0,77.0,4.07,4.7,0.0,77.0
614.0,109.0,305.0,0.0,4.0,227.0,47.0,2.0,1.0,1.0,1.0,136.0,136.0,3.09,4.51,4.0,136.0
461.0,77.0,217.0,0.0,4.0,142.0,9.0,3.0,0.0,1.0,0.0,69.0,69.0,3.94,6.68,5.0,69.0
897.0,130.0,448.0,0.0,5.0,314.0,61.0,0.0,0.0,0.0,8.0,145.0,145.0,3.77,6.19,10.0,145.0
187.0,35.0,81.0,0.0,4.0,65.0,3.0,1.0,0.0,0.0,0.0,29.0,29.0,4.25,6.45,0.0,34.0
272.0,41.0,141.0,0.0,4.0,83.0,103.0,1.0,1.0,0.0,0.0,50.0,50.0,3.63,5.44,2.0,50.0
422.0,65.0,194.0,0.0,5.0,143.0,26.0,4.0,8.0,1.0,0.0,71.0,71.0,4.69,5.94,7.0,71.0
437.0,65.0,187.0,0.0,3.0,146.0,89.0,1.0,0.0,0.0,0.0,71.0,71.0,4.7,6.15,4.0,71.0
304.0,36.0,142.0,0.0,4.0,100.0,69.0,0.0,0.0,0.0,0.0,55.0,55.0,4.54,5.53,0.0,55.0
311.0,48.0,153.0,0.0,5.0,103.0,4.0,0.0,0.0,0.0,0.0,48.0,48.0,3.94,6.48,4.0,48.0
612.0,103.0,302.0,0.0,3.0,197.0,7.0,1.0,0.0,0.0,0.0,112.0,112.0,4.74,5.46,2.0,112.0
71.0,4.0,46.0,0.0,6.0,29.0,9.0,5.0,3.0,0.0,0.0,14.0,14.0,1.61,5.07,4.0,14.0
1958.0,355.0,869.0,0.0,4.0,641.0,502.0,4.0,10.0,0.0,0.0,330.0,330.0,4.64,5.93,12.0,330.0
720.0,80.0,354.0,0.0,4.0,266.0,328.0,8.0,0.0,0.0,0.0,161.0,161.0,3.25,4.47,14.0,161.0
1727.0,219.0,793.0,0.0,5.0,615.0,47.0,2.0,18.0,3.0,2.0,314.0,305.0,3.43,5.51,20.0,312.0
252.0,56.0,115.0,0.0,3.0,92.0,2.0,1.0,1.0,0.0,0.0,44.0,44.0,5.25,5.73,0.0,44.0
1120.0,183.0,551.0,0.0,4.0,391.0,72.0,17.0,3.0,0.0,0.0,202.0,202.0,3.7,5.54,11.0,202.0
469.0,68.0,229.0,0.0,4.0,166.0,19.0,3.0,1.0,0.0,0.0,89.0,89.0,4.27,5.27,1.0,96.0
239.0,34.0,112.0,0.0,5.0,79.0,8.0,0.0,3.0,0.0,4.0,39.0,39.0,4.27,6.13,1.0,39.0
1150.0,182.0,435.0,1.0,5.0,312.0,158.0,6.0,2.0,0.0,0.0,218.0,188.0,3.98,5.32,23.0,189.0
783.0,141.0,354.0,0.0,4.0,280.0,102.0,2.0,1.0,0.0,0.0,130.0,130.0,4.16,6.02,14.0,130.0
256.0,56.0,113.0,0.0,4.0,83.0,4.0,0.0,0.0,0.0,0.0,44.0,44.0,3.56,5.82,0.0,44.0
815.0,109.0,301.0,0.0,4.0,218.0,157.0,2.0,2.0,0.0,0.0,140.0,112.0,3.14,6.03,14.0,112.0
1133.0,172.0,526.0,0.0,4.0,382.0,191.0,9.0,1.0,0.0,0.0,207.0,207.0,4.05,5.47,7.0,207.0
1215.0,216.0,568.0,0.0,4.0,468.0,331.0,3.0,4.0,0.0,0.0,252.0,252.0,3.63,4.82,21.0,252.0
2979.0,500.0,1297.0,0.0,4.0,971.0,1282.0,10.0,17.0,0.0,1.0,481.0,481.0,4.02,6.19,103.0,481.0
536.0,68.0,241.0,0.0,3.0,149.0,90.0,1.0,0.0,0.0,0.0,99.0,85.0,4.02,5.48,0.0,85.0
100.0,18.0,40.0,0.0,4.0,28.0,1.0,2.0,1.0,0.0,0.0,22.0,18.0,3.48,4.44,6.0,18.0
156.0,26.0,60.0,0.0,4.0,46.0,17.0,0.0,0.0,0.0,0.0,25.0,25.0,5.57,6.24,0.0,25.0
174.0,31.0,89.0,0.0,4.0,58.0,1.0,0.0,0.0,0.0,0.0,37.0,37.0,4.7,4.7,0.0,37.0
179.0,34.0,71.0,0.0,3.0,62.0,2.0,0.0,0.0,0.0,0.0,32.0,32.0,4.07,5.59,0.0,32.0
182.0,26.0,83.0,0.0,3.0,69.0,4.0,1.0,0.0,0.0,0.0,30.0,30.0,3.79,6.07,10.0,36.0
66.0,10.0,31.0,0.0,3.0,24.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,4.13,5.5,0.0,12.0
64.0,8.0,32.0,0.0,4.0,20.0,3.0,1.0,0.0,0.0,0.0,9.0,9.0,4.27,7.11,0.0,9.0
302.0,60.0,137.0,0.0,4.0,108.0,10.0,0.0,0.0,0.0,0.0,58.0,58.0,3.32,5.21,5.0,58.0
133.0,33.0,63.0,0.0,4.0,53.0,10.0,0.0,1.0,1.0,0.0,26.0,26.0,3.17,5.12,8.0,26.0
281.0,50.0,119.0,0.0,3.0,100.0,14.0,1.0,0.0,0.0,0.0,54.0,54.0,3.96,5.2,0.0,54.0
264.0,48.0,122.0,0.0,3.0,90.0,3.0,1.0,1.0,0.0,0.0,51.0,51.0,4.17,5.18,1.0,51.0
199.0,32.0,87.0,0.0,5.0,66.0,4.0,0.0,0.0,0.0,0.0,34.0,34.0,5.24,5.85,1.0,34.0
140.0,26.0,67.0,0.0,4.0,48.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0,4.38,5.6,0.0,25.0
232.0,24.0,75.0,0.0,4.0,52.0,51.0,1.0,0.0,0.0,0.0,44.0,31.0,3.57,5.39,0.0,31.0
212.0,34.0,76.0,0.0,5.0,60.0,46.0,0.0,0.0,0.0,0.0,31.0,29.0,3.54,6.97,0.0,29.0
319.0,41.0,153.0,0.0,3.0,112.0,14.0,0.0,0.0,0.0,0.0,63.0,63.0,3.75,5.06,5.0,63.0
248.0,45.0,106.0,0.0,4.0,95.0,75.0,3.0,2.0,0.0,1.0,42.0,39.0,3.03,5.97,1.0,39.0
199.0,32.0,80.0,0.0,4.0,46.0,41.0,0.0,0.0,0.0,0.0,31.0,27.0,3.81,6.63,4.0,27.0
21.0,2.0,10.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.2,5.25,0.0,4.0
140.0,17.0,68.0,0.0,3.0,59.0,14.0,2.0,0.0,0.0,0.0,21.0,21.0,4.38,6.67,1.0,21.0
84.0,10.0,38.0,0.0,4.0,25.0,5.0,2.0,1.0,0.0,0.0,11.0,11.0,6.0,7.64,0.0,11.0
25.0,4.0,13.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,6.25,6.25,0.0,4.0
45.0,4.0,20.0,0.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,3.46,5.0,0.0,9.0
23.0,6.0,9.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,7.67,7.67,0.0,3.0
26.0,0.0,16.0,0.0,4.0,12.0,5.0,0.0,1.0,0.0,0.0,4.0,4.0,3.71,6.5,0.0,4.0
233.0,36.0,114.0,0.0,4.0,92.0,34.0,1.0,2.0,0.0,0.0,45.0,45.0,4.16,5.18,3.0,45.0
188.0,36.0,79.0,0.0,4.0,66.0,3.0,1.0,0.0,0.0,0.0,38.0,37.0,3.73,4.95,7.0,37.0
133.0,4.0,66.0,0.0,4.0,46.0,11.0,0.0,1.0,0.0,0.0,26.0,25.0,3.44,5.12,0.0,25.0
87.0,10.0,35.0,0.0,4.0,22.0,5.0,0.0,0.0,0.0,0.0,13.0,13.0,5.8,6.69,0.0,13.0
35.0,4.0,23.0,0.0,4.0,14.0,15.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,5.0,0.0,7.0
97.0,18.0,40.0,0.0,5.0,34.0,6.0,0.0,0.0,0.0,0.0,18.0,18.0,3.03,5.39,0.0,18.0
52.0,10.0,28.0,0.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,2.6,4.33,1.0,13.0
71.0,9.0,36.0,0.0,3.0,29.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0,3.38,5.46,0.0,13.0
23.0,2.0,13.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.83,5.75,0.0,4.0
20.0,0.0,12.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,6.67,0.0,3.0
119.0,15.0,53.0,0.0,4.0,42.0,5.0,2.0,1.0,0.0,0.0,23.0,23.0,4.3,5.17,0.0,23.0
127.0,20.0,59.0,0.0,4.0,49.0,10.0,5.0,3.0,0.0,0.0,24.0,24.0,2.97,5.29,7.0,24.0
36.0,7.0,15.0,0.0,4.0,13.0,4.0,1.0,1.0,0.0,0.0,5.0,5.0,2.4,7.2,0.0,5.0
95.0,22.0,37.0,0.0,5.0,33.0,2.0,0.0,2.0,0.0,0.0,17.0,17.0,3.28,5.59,6.0,17.0
39.0,6.0,17.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.55,5.57,0.0,8.0
132.0,23.0,50.0,0.0,5.0,42.0,0.0,0.0,1.0,0.0,0.0,21.0,21.0,4.13,6.29,5.0,22.0
250.0,38.0,115.0,0.0,4.0,77.0,4.0,0.0,0.0,0.0,0.0,37.0,37.0,4.29,6.76,2.0,37.0
369.0,61.0,149.0,0.0,4.0,119.0,30.0,1.0,0.0,0.0,0.0,67.0,67.0,4.51,5.51,4.0,67.0
146.0,19.0,71.0,0.0,5.0,55.0,26.0,0.0,0.0,2.0,0.0,32.0,32.0,3.56,4.56,1.0,32.0
385.0,77.0,153.0,0.0,4.0,130.0,17.0,4.0,0.0,1.0,0.0,75.0,75.0,4.24,5.13,2.0,75.0
71.0,9.0,28.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,5.07,5.07,1.0,14.0
158.0,28.0,77.0,0.0,4.0,60.0,20.0,2.0,0.0,0.0,0.0,36.0,36.0,3.22,4.39,0.0,36.0
558.0,95.0,250.0,0.0,5.0,205.0,79.0,0.0,5.0,0.0,0.0,105.0,105.0,3.96,5.31,14.0,105.0
393.0,63.0,187.0,0.0,3.0,137.0,38.0,1.0,1.0,1.0,0.0,74.0,74.0,4.0,5.31,16.0,74.0
267.0,60.0,102.0,14.0,4.0,88.0,14.0,2.0,1.0,0.0,0.0,44.0,44.0,4.28,6.07,13.0,45.0
461.0,83.0,212.0,0.0,3.0,159.0,26.0,0.0,0.0,0.0,0.0,75.0,75.0,4.43,6.15,8.0,77.0
1081.0,126.0,563.0,183.0,5.0,402.0,52.0,74.0,14.0,1.0,0.0,212.0,212.0,2.16,5.1,122.0,219.0
11.0,1.0,6.0,6.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,2.75,3.67,3.0,3.0
377.0,36.0,201.0,13.0,5.0,152.0,68.0,9.0,7.0,1.0,0.0,75.0,75.0,2.72,5.03,43.0,83.0
287.0,38.0,132.0,7.0,3.0,91.0,13.0,2.0,3.0,0.0,0.0,49.0,49.0,3.66,5.86,3.0,50.0
389.0,53.0,160.0,2.0,3.0,133.0,20.0,1.0,2.0,1.0,0.0,64.0,64.0,5.08,6.08,11.0,67.0
524.0,50.0,283.0,40.0,5.0,208.0,20.0,10.0,7.0,2.0,0.0,105.0,105.0,2.4,4.99,88.0,106.0
251.0,35.0,118.0,19.0,4.0,102.0,1.0,0.0,0.0,0.0,0.0,53.0,53.0,3.64,4.74,24.0,53.0
204.0,31.0,93.0,1.0,3.0,76.0,3.0,0.0,0.0,0.0,0.0,40.0,39.0,4.02,5.1,14.0,40.0
355.0,45.0,177.0,34.0,4.0,141.0,54.0,3.0,2.0,0.0,0.0,74.0,74.0,3.29,4.8,41.0,74.0
90.0,13.0,47.0,10.0,4.0,36.0,21.0,1.0,1.0,0.0,0.0,20.0,20.0,3.15,4.5,13.0,22.0
209.0,28.0,98.0,8.0,4.0,82.0,6.0,5.0,0.0,1.0,0.0,40.0,40.0,2.65,5.23,18.0,40.0
250.0,34.0,109.0,25.0,4.0,89.0,34.0,9.0,3.0,0.0,0.0,52.0,48.0,3.77,4.79,18.0,49.0
142.0,25.0,70.0,28.0,3.0,59.0,14.0,3.0,2.0,0.0,0.0,32.0,32.0,2.87,4.44,15.0,32.0
296.0,29.0,174.0,4.0,5.0,122.0,89.0,4.0,2.0,3.0,0.0,67.0,67.0,2.16,4.42,40.0,74.0
754.0,95.0,367.0,0.0,3.0,264.0,10.0,1.0,0.0,0.0,0.0,150.0,149.0,4.09,5.03,11.0,149.0
270.0,54.0,103.0,7.0,4.0,84.0,1.0,0.0,0.0,0.0,0.0,46.0,46.0,3.97,5.87,7.0,46.0
390.0,62.0,177.0,5.0,3.0,124.0,3.0,0.0,5.0,0.0,0.0,64.0,64.0,4.21,6.09,15.0,67.0
524.0,82.0,259.0,0.0,3.0,199.0,72.0,4.0,1.0,1.0,1.0,96.0,96.0,3.91,5.46,8.0,100.0
453.0,77.0,214.0,1.0,5.0,153.0,8.0,1.0,1.0,0.0,0.0,69.0,69.0,3.24,6.57,11.0,74.0
400.0,65.0,179.0,3.0,4.0,118.0,57.0,13.0,8.0,0.0,0.0,65.0,65.0,3.81,6.15,3.0,65.0
838.0,120.0,388.0,110.0,4.0,314.0,146.0,20.0,14.0,6.0,1.0,165.0,165.0,3.51,5.08,48.0,173.0
292.0,40.0,138.0,97.0,3.0,110.0,34.0,4.0,1.0,0.0,0.0,60.0,60.0,3.56,4.87,39.0,61.0
22.0,3.0,13.0,0.0,2.0,8.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,2.2,5.5,1.0,4.0
481.0,45.0,248.0,107.0,4.0,183.0,74.0,27.0,8.0,0.0,0.0,97.0,97.0,2.44,4.96,55.0,100.0
621.0,90.0,269.0,1.0,5.0,209.0,0.0,4.0,7.0,0.0,1.0,103.0,103.0,4.48,6.03,35.0,103.0
859.0,97.0,447.0,147.0,5.0,344.0,22.0,30.0,13.0,3.0,0.0,182.0,182.0,2.43,4.72,110.0,191.0
385.0,,,,,,,,,,,77.0,,,,,
247.0,42.0,105.0,0.0,3.0,92.0,5.0,1.0,3.0,0.0,0.0,39.0,39.0,3.34,6.33,2.0,40.0
298.0,49.0,133.0,0.0,3.0,106.0,4.0,0.0,0.0,0.0,0.0,63.0,63.0,3.92,4.73,18.0,63.0
11.0,2.0,7.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.67,3.67,2.0,3.0
171.0,31.0,80.0,0.0,3.0,57.0,2.0,0.0,1.0,0.0,0.0,29.0,29.0,4.07,5.9,6.0,29.0
578.0,72.0,303.0,0.0,4.0,211.0,10.0,0.0,7.0,2.0,0.0,109.0,109.0,3.32,5.3,15.0,109.0
291.0,25.0,167.0,21.0,5.0,129.0,73.0,2.0,6.0,0.0,0.0,60.0,60.0,2.5,4.85,37.0,63.0
335.0,39.0,169.0,58.0,4.0,126.0,41.0,5.0,7.0,3.0,0.0,67.0,67.0,2.21,5.0,44.0,67.0
2165.0,250.0,1107.0,255.0,5.0,753.0,193.0,94.0,67.0,20.0,9.0,461.0,459.0,2.8,4.69,267.0,469.0
893.0,109.0,436.0,8.0,5.0,350.0,7.0,11.0,20.0,3.0,0.0,182.0,180.0,2.79,4.91,62.0,180.0
17.0,2.0,13.0,0.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,1.42,3.4,3.0,5.0
13.0,0.0,6.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.33,0.0,3.0
413.0,64.0,197.0,2.0,4.0,161.0,29.0,0.0,6.0,0.0,0.0,79.0,79.0,3.93,5.23,8.0,82.0
439.0,63.0,250.0,0.0,3.0,166.0,40.0,0.0,3.0,1.0,0.0,82.0,82.0,4.42,5.35,5.0,83.0
532.0,93.0,263.0,2.0,3.0,213.0,124.0,0.0,1.0,0.0,0.0,110.0,110.0,3.67,4.84,22.0,110.0
289.0,38.0,131.0,4.0,3.0,100.0,26.0,2.0,3.0,0.0,0.0,49.0,49.0,4.38,5.9,12.0,53.0
922.0,131.0,422.0,1.0,4.0,291.0,96.0,32.0,5.0,0.0,1.0,155.0,155.0,4.11,5.95,39.0,166.0
217.0,33.0,97.0,0.0,3.0,76.0,39.0,2.0,0.0,0.0,0.0,33.0,33.0,2.75,6.58,8.0,33.0
69.0,10.0,29.0,5.0,4.0,24.0,10.0,6.0,2.0,0.0,0.0,15.0,15.0,2.23,4.6,6.0,15.0
741.0,110.0,309.0,2.0,5.0,236.0,49.0,18.0,14.0,2.0,0.0,123.0,118.0,3.44,5.98,25.0,119.0
326.0,28.0,199.0,102.0,4.0,151.0,65.0,8.0,2.0,1.0,0.0,80.0,80.0,2.23,4.08,49.0,81.0
100.0,11.0,46.0,0.0,3.0,32.0,4.0,2.0,0.0,0.0,0.0,21.0,21.0,3.7,4.76,1.0,21.0
383.0,62.0,160.0,0.0,3.0,120.0,15.0,3.0,2.0,0.0,0.0,59.0,59.0,3.99,6.49,8.0,59.0
282.0,53.0,134.0,44.0,5.0,113.0,11.0,11.0,9.0,0.0,0.0,61.0,61.0,3.19,4.62,44.0,61.0
267.0,23.0,158.0,20.0,6.0,108.0,37.0,7.0,3.0,1.0,0.0,57.0,57.0,1.77,4.68,43.0,60.0
373.0,47.0,205.0,26.0,5.0,138.0,35.0,9.0,5.0,0.0,0.0,70.0,70.0,2.44,5.33,47.0,73.0
189.0,23.0,98.0,14.0,2.0,67.0,10.0,4.0,0.0,0.0,0.0,37.0,37.0,2.73,5.11,15.0,37.0
465.0,56.0,209.0,4.0,4.0,147.0,24.0,9.0,3.0,0.0,1.0,79.0,79.0,3.56,5.89,20.0,79.0
129.0,10.0,64.0,2.0,3.0,50.0,31.0,1.0,0.0,0.0,0.0,23.0,23.0,3.15,5.61,16.0,28.0
308.0,49.0,145.0,14.0,3.0,118.0,36.0,4.0,2.0,1.0,0.0,65.0,65.0,3.02,4.74,13.0,65.0
1008.0,203.0,427.0,4.0,2.0,351.0,97.0,2.0,5.0,0.0,1.0,176.0,175.0,4.69,5.73,18.0,180.0
118.0,14.0,62.0,1.0,4.0,46.0,12.0,0.0,1.0,1.0,0.0,25.0,25.0,2.95,4.72,14.0,25.0
705.0,,,,,,,,,,,141.0,,,,,
27.0,3.0,12.0,1.0,3.0,8.0,6.0,0.0,2.0,0.0,0.0,7.0,7.0,3.0,3.86,3.0,7.0
656.0,47.0,400.0,82.0,5.0,292.0,116.0,38.0,15.0,10.0,0.0,167.0,166.0,1.71,3.92,123.0,169.0
211.0,41.0,98.0,0.0,3.0,83.0,24.0,0.0,1.0,0.0,0.0,37.0,36.0,3.38,5.72,8.0,38.0
674.0,106.0,290.0,0.0,2.0,242.0,58.0,2.0,1.0,1.0,1.0,126.0,126.0,3.88,5.35,30.0,126.0
23.0,4.0,12.0,0.0,5.0,10.0,4.0,1.0,0.0,0.0,0.0,5.0,5.0,2.88,4.6,4.0,5.0
580.0,72.0,270.0,53.0,4.0,210.0,109.0,10.0,6.0,0.0,0.0,106.0,106.0,3.15,5.47,27.0,115.0
239.0,28.0,116.0,3.0,3.0,94.0,24.0,3.0,4.0,0.0,0.0,45.0,45.0,2.81,5.31,13.0,47.0
258.0,25.0,59.0,0.0,3.0,46.0,4.0,0.0,0.0,0.0,0.0,44.0,21.0,4.77,6.81,1.0,23.0
838.0,93.0,463.0,276.0,5.0,363.0,127.0,53.0,19.0,4.0,0.0,190.0,190.0,1.99,4.41,114.0,198.0
168.0,22.0,77.0,1.0,2.0,52.0,20.0,1.0,0.0,0.0,0.0,29.0,29.0,4.1,5.79,0.0,31.0
302.0,41.0,151.0,1.0,3.0,101.0,35.0,4.0,4.0,1.0,0.0,50.0,50.0,4.17,6.04,12.0,50.0
372.0,62.0,152.0,1.0,4.0,109.0,29.0,0.0,1.0,4.0,1.0,57.0,57.0,4.93,6.53,10.0,57.0
279.0,29.0,95.0,0.0,2.0,86.0,36.0,0.0,0.0,0.0,0.0,53.0,38.0,3.85,5.37,3.0,40.0
274.0,35.0,133.0,34.0,5.0,103.0,38.0,8.0,4.0,2.0,0.0,60.0,60.0,2.88,4.57,28.0,62.0
115.0,16.0,50.0,27.0,3.0,42.0,14.0,7.0,4.0,0.0,0.0,24.0,24.0,2.7,4.79,10.0,24.0
166.0,18.0,51.0,0.0,2.0,38.0,23.0,1.0,0.0,0.0,0.0,30.0,21.0,4.48,5.76,2.0,21.0
581.0,83.0,283.0,45.0,3.0,237.0,27.0,5.0,1.0,1.0,0.0,110.0,110.0,3.4,5.28,30.0,111.0
175.0,,,,,,,,,,,35.0,,,,,
71.0,10.0,40.0,2.0,5.0,32.0,11.0,8.0,2.0,0.0,0.0,16.0,16.0,2.63,4.44,5.0,18.0
37.0,8.0,17.0,4.0,4.0,14.0,2.0,3.0,1.0,0.0,0.0,7.0,7.0,3.36,5.29,3.0,7.0
12.0,1.0,7.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.4,4.0,2.0,3.0
15.0,2.0,10.0,0.0,8.0,4.0,2.0,4.0,1.0,1.0,0.0,4.0,4.0,1.67,3.75,1.0,4.0
50.0,5.0,32.0,2.0,5.0,22.0,5.0,0.0,1.0,0.0,0.0,15.0,15.0,2.17,3.33,5.0,15.0
